produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,69
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,69
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,77
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,02
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,63
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,05
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,92
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,13
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,32
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,9
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2023;7;ATACADO                                                     ;4,09
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,82
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,09
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,92
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,71
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,9
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2023;7;ATACADO                                                     ;4,5
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,7
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,93
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,94
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,43
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,2
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,21
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,11
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,26
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,29
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;4,17
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,58
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,56
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,89
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,58
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,74
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2023;8;ATACADO                                                     ;4,95
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,91
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,7
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,83
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,27
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,17
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,38
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,1
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,35
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,53
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,82
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,51
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,81
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,69
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2023;9;ATACADO                                                     ;5,0
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,5
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,99
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2022;10;ATACADO                                                     ;2,4
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2022;11;ATACADO                                                     ;2,33
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2022;12;ATACADO                                                     ;3,0
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2023;1;ATACADO                                                     ;2,83
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2023;2;ATACADO                                                     ;2,33
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2023;3;ATACADO                                                     ;2,5
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2023;4;ATACADO                                                     ;2,0
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2023;5;ATACADO                                                     ;3,0
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2023;6;ATACADO                                                     ;3,0
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2023;7;ATACADO                                                     ;3,0
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2023;8;ATACADO                                                     ;3,3
ABOBORA                  ;NÃO INFORMADO       ;6321;RR        ;NORTE          ;2023;9;ATACADO                                                     ;3,5
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2022;10;ATACADO                                                     ;2,5
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2022;11;ATACADO                                                     ;3,17
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2022;12;ATACADO                                                     ;2,8
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2023;1;ATACADO                                                     ;3,0
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2023;2;ATACADO                                                     ;2,5
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2023;3;ATACADO                                                     ;3,0
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2023;4;ATACADO                                                     ;3,0
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2023;5;ATACADO                                                     ;3,0
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2023;6;ATACADO                                                     ;2,5
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2023;7;ATACADO                                                     ;2,5
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2023;8;ATACADO                                                     ;2,75
ABOBRINHA                ;NÃO INFORMADO       ;4754;RR        ;NORTE          ;2023;9;ATACADO                                                     ;3,0
ACAI                     ;FRUTO               ;8623;AP        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,03
ACAI                     ;FRUTO               ;8623;MA        ;NORDESTE       ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,91
ACAI                     ;FRUTO               ;8623;PA        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
ACAI                     ;FRUTO               ;8623;RO        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,89
ACAI                     ;FRUTO               ;8623;AP        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
ACAI                     ;FRUTO               ;8623;MA        ;NORDESTE       ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,15
ACAI                     ;FRUTO               ;8623;PA        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,58
ACAI                     ;FRUTO               ;8623;RO        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,89
ACAI                     ;FRUTO               ;8623;AM        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ACAI                     ;FRUTO               ;8623;AP        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,26
ACAI                     ;FRUTO               ;8623;MA        ;NORDESTE       ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
ACAI                     ;FRUTO               ;8623;PA        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
