"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Valor da produção (Mil Reais)"
"Brasil e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Brasil e Município";"2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2022"
"Brasil e Município";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Lontra (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"74";"-";"-";"-";"-";"-";"283";"-";"-";"-";"18";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"97";"-";"-";"-";"-";"-";"294";"-";"-";"-";"220";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"213";"-";"-";"-";"-";"-";"407";"-";"-";"-";"257";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-"
"Luislândia (MG)";"...";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"202";"-";"-";"-";"-";"-";"175";"-";"176";"-";"142";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"215";"-";"-";"-";"-";"-";"194";"-";"120";"-";"583";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"298";"-";"-";"-";"-";"-";"327";"-";"115";"-";"460";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Machacalis (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"68";"-";"-";"-";"-";"-";"160";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"49";"-";"-";"-";"-";"-";"190";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"59";"-";"-";"-";"-";"-";"278";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Malacacheta (MG)";"...";"-";"-";"30";"422";"-";"-";"-";"3780";"3780";"-";"...";"-";"-";"-";"783";"-";"-";"-";"-";"-";"290";"-";"-";"-";"483";"-";"-";"-";"-";"71";"-";"-";"-";"26";"-";"...";"-";"-";"26";"475";"14";"-";"-";"6930";"6930";"-";"...";"-";"-";"-";"926";"-";"-";"-";"-";"-";"626";"-";"-";"-";"969";"-";"-";"-";"-";"328";"-";"-";"-";"27";"-";"...";"-";"-";"30";"694";"87";"-";"-";"13444";"13444";"-";"...";"-";"-";"-";"1224";"-";"-";"-";"-";"-";"1078";"-";"-";"-";"1219";"-";"-";"-";"-";"537";"-";"-";"-";"19";"-"
"Mamonas (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"53";"-";"-";"-";"-";"-";"42";"-";"9";"-";"250";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"187";"-";"-";"-";"-";"-";"72";"-";"-";"-";"198";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"190";"-";"-";"-";"-";"-";"120";"-";"-";"-";"514";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-"
"Manga (MG)";"...";"-";"-";"-";"8224";"2675";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2618";"-";"-";"-";"-";"-";"100";"239";"1923";"-";"729";"-";"-";"470";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"8244";"2127";"1050";"-";"-";"-";"-";"...";"-";"-";"-";"2110";"-";"-";"-";"-";"-";"145";"138";"1963";"-";"1497";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"8864";"563";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2602";"-";"-";"-";"-";"-";"269";"218";"1181";"-";"1375";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mantena (MG)";"...";"-";"-";"-";"327";"-";"-";"111";"11369";"5017";"6353";"...";"-";"-";"-";"163";"-";"-";"-";"-";"-";"635";"220";"-";"-";"154";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"48";"614";"-";"-";"158";"17797";"8797";"9001";"...";"-";"-";"-";"315";"-";"-";"-";"-";"-";"642";"210";"-";"-";"345";"-";"203";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"51";"679";"-";"-";"175";"35289";"11450";"23839";"...";"-";"-";"-";"307";"-";"-";"-";"-";"-";"910";"270";"-";"-";"316";"-";"201";"-";"-";"-";"-";"-";"-";"-";"-"
"Marilac (MG)";"...";"-";"-";"-";"5202";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"182";"-";"-";"-";"-";"-";"13";"-";"-";"-";"1301";"-";"-";"-";"36";"4782";"-";"-";"-";"-";"17";"...";"-";"-";"-";"7156";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"256";"-";"-";"-";"-";"-";"27";"-";"-";"-";"2625";"-";"-";"-";"73";"5003";"-";"-";"-";"-";"21";"...";"-";"-";"-";"10596";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"248";"-";"-";"-";"-";"-";"33";"-";"-";"-";"2299";"-";"-";"-";"-";"2859";"-";"-";"-";"-";"28"
"Mata Verde (MG)";"...";"-";"-";"-";"191";"-";"-";"45";"5247";"5247";"-";"...";"-";"-";"-";"113";"-";"-";"-";"-";"-";"111";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"243";"-";"-";"84";"8234";"8234";"-";"...";"-";"-";"-";"69";"-";"-";"-";"-";"-";"115";"-";"-";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"249";"-";"-";"75";"18298";"18298";"-";"...";"-";"-";"-";"103";"-";"-";"-";"-";"-";"142";"-";"28";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Matias Cardoso (MG)";"...";"-";"65";"-";"28851";"1512";"-";"-";"780";"-";"780";"...";"-";"-";"-";"1093";"-";"-";"-";"-";"-";"338";"28328";"2058";"-";"3540";"-";"-";"780";"5";"68";"-";"-";"-";"-";"121";"...";"-";"21";"-";"34302";"3276";"-";"-";"783";"-";"783";"...";"-";"-";"-";"4540";"-";"-";"-";"-";"-";"830";"27841";"4957";"-";"3888";"-";"-";"1786";"-";"79";"-";"-";"-";"-";"120";"...";"-";"-";"-";"46893";"7560";"-";"-";"1125";"-";"1125";"...";"-";"-";"-";"2579";"-";"-";"-";"-";"-";"1261";"28829";"4723";"-";"5924";"-";"-";"1895";"-";"152";"-";"-";"-";"-";"-"
"Mato Verde (MG)";"...";"-";"314";"-";"42";"74";"-";"-";"-";"-";"-";"...";"-";"-";"-";"437";"-";"-";"-";"-";"-";"58";"-";"20";"-";"413";"-";"-";"-";"79";"-";"-";"-";"-";"-";"-";"...";"-";"468";"-";"54";"59";"-";"-";"-";"-";"-";"...";"-";"-";"-";"478";"-";"-";"-";"-";"-";"85";"-";"38";"-";"455";"-";"-";"-";"62";"-";"-";"-";"-";"-";"-";"...";"-";"384";"-";"58";"63";"-";"-";"-";"-";"-";"...";"-";"-";"-";"478";"-";"-";"-";"-";"-";"150";"-";"26";"-";"548";"-";"-";"-";"151";"-";"-";"-";"-";"-";"-"
"Medina (MG)";"...";"-";"-";"4";"68";"-";"-";"-";"54";"54";"-";"...";"-";"-";"-";"406";"-";"-";"-";"-";"-";"504";"33";"-";"-";"212";"-";"-";"-";"-";"247";"-";"-";"-";"-";"-";"...";"-";"-";"5";"85";"-";"-";"-";"43";"43";"-";"...";"-";"-";"-";"1026";"-";"-";"-";"-";"-";"714";"56";"-";"-";"500";"-";"-";"-";"-";"343";"-";"-";"-";"-";"-";"...";"-";"-";"-";"115";"24";"-";"-";"60";"60";"-";"...";"-";"-";"-";"1051";"-";"-";"-";"-";"-";"1189";"49";"-";"-";"945";"-";"-";"-";"-";"360";"-";"-";"-";"-";"-"
"Mendes Pimentel (MG)";"...";"-";"-";"21";"165";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"80";"-";"-";"-";"-";"-";"77";"432";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"24";"191";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"109";"-";"-";"-";"-";"-";"75";"441";"-";"-";"84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"32";"230";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"105";"-";"-";"-";"-";"-";"91";"360";"-";"-";"79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Minas Novas (MG)";"...";"-";"-";"81";"207";"-";"-";"-";"2800";"2800";"-";"...";"-";"-";"12";"1067";"-";"-";"-";"-";"-";"665";"22";"-";"-";"1262";"-";"-";"-";"-";"315";"-";"-";"-";"-";"-";"...";"-";"-";"92";"279";"-";"-";"-";"9870";"9870";"-";"...";"-";"-";"-";"1153";"-";"-";"-";"-";"-";"764";"27";"-";"-";"2354";"-";"-";"-";"-";"444";"-";"-";"-";"-";"-";"...";"-";"-";"104";"319";"-";"-";"-";"14408";"14408";"-";"...";"-";"-";"-";"1229";"-";"-";"-";"-";"-";"1076";"19";"-";"-";"3528";"-";"-";"-";"-";"375";"-";"-";"-";"-";"-"
"Mirabela (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"120";"-";"-";"-";"-";"-";"672";"-";"-";"-";"230";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"202";"-";"-";"-";"-";"-";"369";"-";"-";"-";"327";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"233";"-";"-";"-";"-";"-";"761";"-";"-";"-";"294";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miravânia (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"115";"-";"-";"-";"-";"-";"343";"-";"-";"-";"207";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"76";"-";"-";"-";"-";"-";"262";"-";"-";"-";"411";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"...";"-";"-";"-";"144";"-";"-";"-";"-";"-";"481";"-";"-";"-";"409";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Montalvânia (MG)";"...";"-";"-";"-";"4614";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"446";"-";"-";"-";"-";"-";"107";"-";"98";"-";"810";"-";"197";"-";"-";"668";"-";"-";"-";"-";"-";"...";"-";"-";"-";"5440";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"443";"-";"-";"-";"-";"-";"166";"-";"78";"-";"2063";"-";"360";"-";"-";"834";"-";"-";"-";"-";"-";"...";"-";"-";"-";"9551";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"439";"-";"-";"-";"-";"-";"334";"-";"184";"-";"1931";"-";"427";"-";"-";"900";"-";"-";"-";"-";"-"
"Monte Azul (MG)";"...";"-";"-";"-";"88";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"748";"-";"-";"-";"-";"-";"95";"-";"-";"-";"255";"-";"-";"-";"45";"223";"-";"-";"-";"-";"-";"...";"-";"200";"-";"101";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"827";"-";"-";"-";"-";"-";"229";"-";"116";"-";"642";"-";"-";"-";"95";"62";"-";"-";"-";"-";"-";"...";"-";"878";"-";"264";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"677";"-";"-";"-";"-";"-";"311";"-";"156";"-";"1040";"-";"-";"-";"270";"450";"-";"-";"-";"-";"-"
"Monte Formoso (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"180";"180";"-";"...";"-";"-";"-";"40";"-";"-";"-";"-";"-";"240";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"239";"239";"-";"...";"-";"-";"-";"129";"-";"-";"-";"-";"-";"335";"-";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"360";"360";"-";"...";"-";"-";"-";"102";"-";"-";"-";"-";"-";"586";"-";"-";"-";"74";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-"
"Montes Claros (MG)";"...";"-";"-";"-";"19893";"51";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2534";"-";"-";"-";"-";"-";"294";"990";"24";"-";"2377";"-";"-";"-";"41";"130";"-";"-";"-";"-";"-";"...";"-";"-";"-";"15670";"36";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1244";"-";"-";"-";"-";"-";"748";"1349";"-";"-";"2664";"-";"-";"-";"32";"605";"-";"-";"-";"-";"-";"...";"-";"-";"-";"22605";"30";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2223";"-";"-";"-";"-";"-";"999";"3259";"35";"-";"2947";"-";"-";"-";"68";"1034";"-";"-";"-";"-";"-"
"Montezuma (MG)";"...";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"894";"-";"-";"-";"-";"-";"193";"-";"6";"-";"143";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"997";"-";"-";"-";"-";"-";"409";"-";"83";"-";"353";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"54";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1523";"-";"-";"-";"-";"-";"671";"-";"99";"-";"768";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mutum (MG)";"...";"-";"-";"13";"687";"-";"90";"-";"103764";"99309";"4455";"...";"-";"-";"-";"857";"-";"-";"-";"-";"-";"203";"188";"-";"-";"2690";"-";"28";"-";"-";"1301";"-";"-";"-";"-";"-";"...";"-";"-";"14";"885";"-";"-";"-";"117595";"112267";"5328";"...";"-";"-";"-";"918";"-";"-";"-";"-";"-";"326";"239";"-";"-";"5115";"-";"32";"-";"-";"1760";"-";"-";"-";"-";"-";"...";"-";"-";"10";"1064";"-";"-";"-";"199782";"190058";"9723";"...";"-";"-";"-";"680";"-";"-";"-";"-";"-";"521";"239";"-";"-";"3413";"-";"32";"-";"-";"2082";"-";"-";"-";"-";"-"
"Nacip Raydan (MG)";"...";"-";"-";"-";"110";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"101";"-";"-";"-";"-";"-";"6";"-";"-";"-";"135";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"107";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"148";"-";"-";"-";"-";"-";"11";"-";"-";"-";"324";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"107";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"121";"-";"-";"-";"-";"-";"15";"-";"-";"-";"341";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nanuque (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"56";"-";"-";"-";"-";"-";"400";"-";"-";"-";"29";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"65";"-";"-";"-";"-";"-";"544";"-";"-";"-";"67";"-";"144";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"99";"-";"-";"-";"-";"-";"700";"-";"46";"-";"73";"-";"165";"-";"-";"-";"-";"-";"-";"-";"-"
"Naque (MG)";"...";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"38";"-";"-";"-";"-";"-";"15";"-";"-";"-";"162";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"52";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"58";"-";"-";"-";"-";"-";"16";"-";"-";"-";"355";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"69";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"75";"-";"-";"-";"-";"-";"24";"-";"-";"-";"341";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ninheira (MG)";"...";"-";"-";"-";"72";"-";"-";"-";"27184";"27184";"-";"...";"-";"-";"-";"151";"-";"-";"-";"-";"-";"426";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"87";"-";"-";"-";"43797";"43797";"-";"...";"-";"-";"-";"294";"-";"-";"-";"-";"-";"1063";"-";"-";"-";"495";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"114";"-";"-";"-";"101637";"101637";"-";"...";"-";"-";"-";"400";"-";"-";"-";"-";"-";"1890";"-";"-";"-";"410";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Belém (MG)";"...";"-";"-";"5";"491";"-";"-";"-";"47117";"43265";"3852";"...";"-";"-";"-";"198";"-";"-";"-";"-";"-";"94";"-";"-";"-";"65";"-";"61";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"6";"445";"-";"-";"-";"66420";"62333";"4086";"...";"-";"-";"-";"251";"-";"-";"-";"-";"-";"102";"-";"-";"-";"163";"-";"102";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"8";"453";"-";"-";"-";"109172";"91600";"17572";"...";"-";"-";"-";"242";"-";"-";"-";"-";"-";"144";"-";"-";"-";"152";"-";"71";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Módica (MG)";"...";"-";"-";"-";"258";"-";"-";"-";"69";"-";"69";"...";"-";"-";"-";"45";"-";"-";"-";"-";"-";"29";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"332";"-";"-";"-";"92";"-";"92";"...";"-";"-";"-";"52";"-";"-";"-";"-";"-";"33";"-";"-";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"357";"-";"-";"-";"132";"-";"132";"...";"-";"-";"-";"57";"-";"-";"-";"-";"-";"50";"-";"-";"-";"63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Porteirinha (MG)";"...";"-";"-";"4";"44494";"534";"54";"-";"16";"16";"-";"...";"-";"-";"-";"357";"-";"-";"-";"-";"-";"115";"2903";"-";"-";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8264";"...";"-";"-";"5";"56226";"-";"30";"-";"33";"33";"-";"...";"-";"-";"-";"657";"-";"-";"-";"-";"-";"225";"2471";"-";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7987";"...";"-";"-";"-";"88236";"-";"-";"-";"100";"100";"-";"...";"-";"-";"-";"678";"-";"-";"-";"-";"-";"270";"4126";"-";"-";"134";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8060"
"Novo Cruzeiro (MG)";"...";"-";"-";"221";"237";"-";"-";"-";"8053";"8053";"-";"...";"-";"-";"-";"2920";"-";"-";"-";"-";"-";"1062";"-";"12";"-";"2634";"-";"14";"-";"-";"-";"-";"-";"-";"15";"-";"...";"-";"-";"214";"237";"-";"-";"-";"13179";"13179";"-";"...";"-";"-";"-";"3353";"-";"-";"-";"-";"-";"2127";"-";"-";"-";"5696";"-";"29";"-";"-";"-";"-";"-";"-";"21";"-";"...";"-";"-";"144";"258";"-";"-";"-";"20151";"20151";"-";"...";"-";"-";"-";"4250";"-";"-";"-";"-";"-";"3857";"-";"-";"-";"3638";"-";"25";"-";"-";"-";"-";"-";"-";"13";"-"
"Novo Oriente de Minas (MG)";"...";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"152";"-";"-";"-";"-";"-";"286";"-";"-";"-";"108";"-";"390";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"120";"-";"-";"-";"-";"-";"539";"-";"-";"-";"244";"-";"506";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"174";"-";"-";"-";"-";"-";"896";"-";"-";"-";"243";"-";"516";"-";"-";"-";"-";"-";"-";"-";"-"
"Novorizonte (MG)";"...";"-";"-";"-";"267";"-";"-";"-";"158";"158";"-";"...";"-";"-";"-";"166";"-";"-";"-";"-";"-";"62";"42";"-";"-";"59";"-";"-";"-";"-";"176";"-";"-";"-";"-";"-";"...";"-";"-";"-";"390";"-";"-";"-";"187";"187";"-";"...";"-";"-";"-";"208";"-";"-";"-";"-";"-";"72";"53";"-";"-";"112";"-";"-";"-";"-";"438";"-";"-";"-";"-";"-";"...";"-";"-";"-";"518";"-";"-";"-";"380";"380";"-";"...";"-";"-";"-";"369";"-";"-";"-";"-";"-";"167";"53";"-";"-";"198";"-";"-";"-";"-";"480";"-";"-";"-";"-";"-"
"Ouro Verde de Minas (MG)";"...";"-";"-";"-";"612";"-";"-";"-";"927";"374";"553";"...";"-";"-";"-";"251";"-";"-";"-";"-";"-";"144";"-";"-";"-";"73";"-";"230";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"635";"-";"-";"-";"1806";"921";"885";"...";"-";"-";"-";"303";"-";"-";"-";"-";"-";"221";"-";"91";"-";"176";"-";"383";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"815";"-";"-";"-";"3142";"1102";"2040";"...";"-";"-";"-";"264";"-";"-";"-";"-";"-";"399";"-";"-";"-";"231";"-";"368";"-";"-";"-";"-";"-";"-";"-";"-"
"Padre Carvalho (MG)";"...";"-";"-";"4";"-";"-";"-";"-";"23";"23";"-";"...";"-";"-";"-";"117";"-";"-";"-";"-";"-";"393";"-";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"4";"-";"-";"-";"-";"22";"22";"-";"...";"-";"-";"-";"209";"-";"-";"-";"-";"-";"530";"-";"-";"-";"250";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"140";"140";"-";"...";"-";"-";"-";"53";"-";"-";"-";"-";"-";"515";"-";"-";"-";"149";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Padre Paraíso (MG)";"...";"-";"-";"14";"413";"-";"-";"-";"1132";"1132";"-";"...";"-";"-";"-";"170";"-";"-";"-";"-";"-";"288";"-";"-";"-";"114";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"...";"-";"-";"8";"419";"-";"-";"-";"909";"909";"-";"...";"-";"-";"-";"210";"-";"-";"-";"-";"-";"339";"-";"-";"-";"157";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"...";"-";"-";"14";"570";"-";"-";"-";"2101";"2101";"-";"...";"-";"-";"-";"181";"-";"-";"-";"-";"-";"587";"-";"-";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-"
"Pai Pedro (MG)";"...";"-";"76";"21";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"235";"-";"-";"-";"-";"-";"92";"-";"42";"-";"108";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"...";"-";"56";"18";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"568";"-";"-";"-";"-";"-";"61";"-";"90";"-";"266";"-";"-";"-";"55";"-";"-";"-";"-";"-";"-";"...";"-";"71";"-";"108";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"676";"-";"-";"-";"-";"-";"64";"-";"117";"-";"302";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-"
"Patis (MG)";"...";"-";"-";"10";"-";"-";"-";"-";"612";"612";"-";"...";"-";"-";"-";"69";"-";"-";"-";"-";"-";"340";"-";"-";"-";"95";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"...";"-";"-";"11";"-";"-";"-";"-";"1283";"1283";"-";"...";"-";"-";"-";"80";"-";"-";"-";"-";"-";"360";"-";"-";"-";"350";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"...";"-";"-";"10";"-";"-";"-";"-";"1863";"1863";"-";"...";"-";"-";"-";"103";"-";"-";"-";"-";"-";"703";"-";"-";"-";"434";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
