Munic&iacute;pio [-],C&oacute;digo [-],Gent&iacute;lico [-],Prefeito [2021],&Aacute;rea Territorial - km&sup2; [2022],Popula&ccedil;&atilde;o residente - pessoas [2022],Densidade demogr&aacute;fica - hab/km&sup2; [2022],Escolariza&ccedil;&atilde;o &lt;span&gt;6 a 14 anos&lt;/span&gt; - % [2010],IDHM &lt;span&gt;&Iacute;ndice de desenvolvimento humano municipal&lt;/span&gt; [2010],Mortalidade infantil - &oacute;bitos por mil nascidos vivos [2020],Receitas realizadas - R$ (&times;1000) [2017],Despesas empenhadas - R$ (&times;1000) [2017],PIB per capita - R$ [2020]
2700102,&aacute;gua-branquense,JOSE CARLOS DE CARVALHO,468.229,19008,40.6,97.0,0.549,22.06,48527.4317,43341.73304,8238.26,
2700300,arapiraquense,JOS&Eacute; LUCIANO BARBOSA DA SILVA,345.655,234696,678.99,95.9,0.649,11.35,589893.31826,541162.1901,22457.59,
2700706,batalhense,MARINA THEREZA CINTRA DANTAS,315.87,16448,52.07,95.9,0.594,15.94,53185.33831,49101.41207,10398.74,
2700904,belo-montense,DALMO AUGUSTO DE ALMEIDA JUNIOR,334.136,5936,17.77,96.3,0.517,10.99,22674.1999,22434.31768,17345.78,
2701209,cacimbinhense,HUGO WANDERLEY CAJU,281.692,10476,37.19,96.5,0.531,12.42,31967.53232,31708.31177,10641.61,
2701605,canapiense,VIN&Iacute;CIUS JOS&Eacute; MARIANO DE LIMA,602.778,15559,25.81,97.5,0.506,23.17,48040.86731,46949.48524,7612.16,
2701803,carneirense,GERALDO NOVAIS AGRA FILHO,111.696,8999,80.57,96.2,0.526,6.45,21801.98846,19845.0974,7729.22,
2702009,coitenense,BUENO HIGINO DE SOUZA SILVA,88.759,10810,121.79,96.4,0.533,13.33,29951.79223,30176.34858,13856.04,
2702355,craibense,TEOFILO JOSE BARROSO PEREIRA,278.879,25397,91.07,96.5,0.525,14.29,57049.87433,51440.61594,13028.75,
2702405,delmirense,ELIZIANE FERREIRA COSTA,628.545,51319,81.65,96.1,0.612,6.43,101820.85947,108857.6951,11926.88,
2702504,riachense,RAMON CAMILO SILVA,141.621,9805,69.23,93.9,0.532,6.8,31647.09076,28802.73703,7782.05,
2702553,estrelense,ALDO LIRA DE JESUS,260.772,15429,59.17,96.7,0.534,-,56328.65301,45959.24905,6958.08,
2702900,girauense,DAVID RAMOS DE BARROS,513.454,36102,70.31,94.3,0.536,6.96,90808.68089,83606.57081,11691.21,
2703106,igaciense,JOS&Eacute; PETR&Uacute;CIO OLIVEIRA BARBOSA,334.346,23995,71.77,94.3,0.564,6.37,62795.39805,59169.27329,10265.92,
2703304,inhapiense,LUIZ CELSO MALTA BRANDAO FILHO,372.019,15167,40.77,82.8,0.484,10.91,45353.00663,43619.85376,7697.46,
2703403,jacarezeiro,JOSE FLORIANO BENTO DE MELO,148.992,5083,34.12,97.6,0.583,12.35,19618.64253,17950.93998,12178.27,
2703700,jaramataiense,RICARDO MARTINS BARBOSA,105.416,4985,47.29,97.1,0.552,11.24,21981.42837,19223.90831,10754.61,
2704104,canoense,TAIN&Aacute; CORR&Ecirc;A DE S&Aacute; L&Uacute;CIO DA SILVA,83.621,18457,220.72,95.2,0.552,3.14,48850.70975,44816.35718,13499.95,
2704401,isidorense,THEOBALDO CAVALCANTI LINS NETTO,442.744,17700,39.98,95.9,0.566,7.6,53868.4786,52402.50591,10514.02,
2704609,maravilhense,MARIA DA CONCEI&Ccedil;&Atilde;O RIBEIRO DE ALBUQUERQUE,332.37,9534,28.68,97.4,0.569,13.61,28366.2925,26806.16204,8866.46,
2705002,mata-grandense,ERIVALDO DE MELO LIMA,914.722,21844,23.88,94.5,0.504,24.92,57011.09744,54811.07943,12218.68,
2705309,negrense,JOSIAS SOARES DA SILVA,167.462,4845,28.93,97.9,0.563,16.67,34952.79888,18126.15261,11376.78,
2705408,guaribense,MAILSON DE MENDON&Ccedil;A LIMA,86.604,7184,82.95,97.6,0.539,9.62,21756.1982,21465.11177,9979.79,
2705705,olho-daguense,JOS&Eacute; LUIZ VASCONCELLOS DOS ANJOS,188.221,20695,109.95,94.7,0.565,8.4,56593.28708,53729.10778,10553.55,
2705804,casadense,JOS&Eacute; DOS SANTOS,327.678,8349,25.48,96.1,0.525,34.01,22906.99004,23491.65678,8623.53,
2706000,olivense,JOSIMAR DIONISIO,175.288,10812,61.68,95.8,0.493,16.48,34379.95591,30828.98581,7900.32,
2706109,ouro-branquense,TACIA DENYSE DE SIQUEIRA NOBRE,196.56,11446,58.23,95.6,0.547,11.05,30221.66759,30590.63621,8179.3,
2706208,palestinense,JOS&Eacute; DJALMA GON&Ccedil;ALVES DA SILVA,38.189,4325,113.25,98.6,0.558,-,18989.68529,18576.09941,7689.13,
2706307,palmeirense,JULIO CEZAR DA SILVA,450.99,71574,158.7,95.1,0.638,11.8,188134.77641,177766.73923,13595.71,
2706406,p&atilde;o-de-a&ccedil;ucarense,JORGE SILVA DANTAS,688.87,23823,34.58,96.3,0.593,17,66847.14238,59782.93103,9500.2,
2706422,pariconhense,ANTONIO TELMO NOIA,254.719,10573,41.51,97.8,0.548,34.97,28685.23203,26667.29621,11342.41,
2707107,piranhense,TIAGO TORRES FREITAS,403.995,22609,55.96,92.8,0.589,13.09,92811.40768,81173.33788,11785.41,
2707206,pocense,JOSE VALMIRO GOMES DA COSTA,284.26,12518,44.04,97.0,0.526,13.57,40198.62998,37591.32041,7445.85,
2707602,quebrangulense,MARCELO RICARDO VASCONCELOS LIMA,319.829,11080,34.64,96.5,0.559,4.98,39815.21622,9546.98627,15460.52,
2708006,santanense,CHRISTIANE SILVA BULH&Otilde;ES BARROS,436.16,46220,105.97,95.7,0.591,14.44,132390.9281,124347.3713,12038.83,
2708402,taperense,JARBAS PEREIRA RICARDO,490.879,30604,62.35,96.6,0.527,21.66,73028.23958,82282.41918,8761.67,
2708956,rui-palmeirense,JEANE OLIVEIRA MOURA SILVA CHAGAS,338.569,12302,36.34,97.6,0.518,11.3,39110.86741,35162.98394,7313.98,
2709202,traipusense,MANUEL LUCAS KUMMER FREITAS DOS SANTOS,681.577,23565,34.57,95.2,0.532,20.9,54540.86174,49447.38009,9429.08,
2900108,abairense,EDVAL LUZ SILVA,538.677,7301,13.55,97.2,0.603,21.74,19330.58368,18286.42314,7734.24,
2900207,abareense,FERNANDO JOSE TEIXEIRA TOLENTINO,1604.923,17639,10.99,96.5,0.575,9.43,42471.16812,42835.65272,8479.67,
2900355,adustinense,PAULO SERGIO OLIVEIRA DOS SANTOS,629.099,14200,22.57,98.1,0.546,20.98,33518.91406,29163.99544,17815.37,
2900405,&aacute;gua-friense,RENAN ARAUJO BARROS,742.775,14497,19.52,97.0,0.55,7.87,40463.75677,39741.1561,8400.43,
2900504,&eacute;rico-cardosense,ERALDO F&Eacute;LIX DA SILVA,735.249,10604,14.42,98.8,0.584,27.78,25842.85175,24637.11888,6888.23,
2901007,amargosense,J&Uacute;LIO PINHEIRO DOS SANTOS J&Uacute;NIOR,431.655,36522,84.61,96.8,0.625,2.18,63402.10611,57123.31855,11139.47,
2901155,am&eacute;rico-douradense,JOELSON CARDOSO DO ROS&Aacute;RIO,822.373,15137,18.41,96.6,0.561,23.92,38585.45557,35184.13685,9205.04,
2901205,anageense,ROGERIO BONFIM SOARES,1899.683,25438,13.39,96.0,0.54,20.75,47758.835,44111.71088,9177.17,
2901304,andaraiense,WILSON PAES CARDOSO,1590.316,13080,8.22,97.8,0.555,22.22,37286.40876,35402.28578,8934.8,
2901353,andorinhense,RENATO BRAND&Atilde;O DE OLIVEIRA,1362.386,15012,11.02,98.0,0.588,11.3,41097.00995,41307.78564,14014.3,
2901403,angicalense,EMERSON MARIANI DIAS,1530.05,13732,8.97,96.9,0.625,21.74,35075.99781,32587.16641,11449.8,
2901502,anguerense,MAURO SELMO OLIVEIRA VIEIRA,187.84,11031,58.73,98.2,0.589,37.74,24305.57887,21757.55072,6934.89,
2901601,antense,MANOEL SIDONIO NASCIMENTO NILO,319.745,14206,44.43,94.3,0.592,13.07,33697.6196,31374.63216,7344.67,
2901700,cardosense,MARIA DE LOURDES CARVALHO MOURA BASTOS,293.53,11146,37.97,95.8,0.561,21.28,26978.05908,29852.7557,9411.14,
2901809,ant&ocirc;nio-gon&ccedil;alvense,DJALMA DE FREITAS CARDOSO NETO,345.284,10862,31.46,98.4,0.598,6.25,27262.32163,25236.58554,6780.89,
2902005,aracatuense,BRAULINA LIMA SILVA,1489.803,13936,9.35,97.7,0.581,12.66,34674.69988,31359.75377,9598.43,
2902104,araciense,MARIA BETIVANIA LIMA DA SILVA,1496.245,48035,32.1,97.4,0.534,12.1,104996.09194,102013.64078,8552.72,
2902500,baianopolense,JANDIRA SOARES SILVA XAVIER,3320.723,13614,4.1,98.7,0.589,-,35529.72286,32558.04391,16742.34,
2902609,baixa-grandense,GILVAN RIOS DA SILVA,967.514,18220,18.83,97.2,0.585,4.9,42685.91617,42958.68826,8157.3,
2902658,banza&ecirc;ense,JAILMA DANTAS GAMA ALVES,409.507,11958,29.2,98.1,0.579,31.06,54997.45561,31721.00301,7794.14,
2902708,barrense,ARTUR SILVA FILHO,11428.112,51092,4.47,97.0,0.557,17.99,113205.9988,98837.37754,8064.19,
2902807,barrestivense,JOAO MACHADO RIBEIRO,1657.413,26026,15.7,96.8,0.575,9.5,48777.53571,47589.84269,15567.62,
2902906,barra-chocense,OBERDAM ROCHA DIAS,765.936,36539,47.71,96.9,0.551,18.52,76256.21637,74493.8422,16816.64,
2903003,barra-mendense,ANTONIO BARRETO DE OLIVEIRA,1436.298,13836,9.63,97.5,0.63,27.03,32974.08398,32377.00988,7435.71,
2903201,barreirense,JO&Atilde;O BARBOSA DE SOUZA SOBRINHO,8051.274,159743,19.84,97.5,0.721,13.75,567804.33185,355393.72493,39096.7,
2903235,barro-altino,ORLANDO AMORIM SANTOS,414.51,13453,32.46,98.4,0.607,19.23,31224.34375,30355.90133,7086.12,
2903276,barroquense,JOS&Eacute; JAILSON LIMA FERREIRA,207.297,15203,73.34,98.7,0.61,17.65,41045.17185,35140.96527,19833.32,
2903508,belo-campense,JOS&Eacute; HENRIQUE SILVA TIGRE,772.756,18412,23.83,95.2,0.575,31.96,43220.3637,44273.03524,9077.74,
2903607,biritinguense,GILMARIO SOUZA DE OLIVEIRA,553.762,15146,27.35,98.0,0.538,28.04,53104.52128,41916.12533,8753.32,
2903706,boa-novense,ADONIAS DA ROCHA PIRES DE ALMEIDA,848.857,13690,16.13,97.2,0.567,22.73,33495.90768,32413.9155,8579.3,
2903805,tupinense,HELDER LOPES CAMPOS,2972.109,16873,5.68,96.8,0.551,4.27,43572.43706,41674.3456,7611.39,
2903904,lapense,FABIO NUNES DIAS,4115.51,65550,15.93,95.7,0.633,13.8,171160.45957,158579.88737,16300.08,
2903953,bom-jesuense,JORNANDO VILASBOAS ALVES,467.909,9730,20.79,98.3,0.546,16,25666.31249,23623.96399,7091.07,
2904001,boninalense,CELESTE AUGUSTA ARAUJO PAIVA,896.857,13622,15.19,96.3,0.612,5.56,27482.58419,28380.33364,7319.83,
2904050,bonitense,REINAN CEDRO DE OLIVEIRA,791.276,15844,20.02,97.6,0.561,4.08,47870.89941,43286.7039,13284.83,
2904100,boquirense,LUCIANO DE OLIVEIRA E SILVA,1426.233,19322,13.55,98.8,0.603,8.1,59607.65723,44853.9898,8414.85,
2904209,botupor&atilde;ense,EDIMILSON ANTONIO SARAIVA,627.612,11024,17.56,98.1,0.575,15.15,33136.33714,33891.04412,10545.06,
2904308,brejoense,ALESSANDRO RODRIGUES BRANDAO CORREIA,518.566,12943,24.96,97.9,0.597,14.39,34703.95435,34915.04467,9359.87,
2904407,brejolandense,EDEZIO NUNES BASTOS,2247.208,9108,4.05,98.4,0.592,20.41,38404.39069,28605.60327,10089.28,
2904506,brotense,ANTONIO KLEBER RIBEIRO,2520.817,11765,4.67,97.6,0.57,13.7,30171.77925,27817.73915,8518.25,
2904605,brumadense,EDUARDO LIMA VASCONCELOS,2207.612,70512,31.94,96.8,0.656,7.01,194916.32856,133344.09373,23129.54,
2904753,buritiramense,ARIVAL MARQUES VIANA,4046.736,19589,4.84,97.3,0.565,22.58,47738.86475,44772.191,6653.23,
2904803,caatibense,MARIA TANIA RIBEIRO SOUSA,512.436,6205,12.11,89.9,0.561,-,29996.77108,21531.20888,11528.71,
2904852,cabaceirense,PEDRO ANDRE BRAZ SILVA SANTANA,222.026,16559,74.58,98.8,0.581,43.27,59279.91874,43755.99293,8868.51,
2905008,caculense,PEDRO DIAS DA SILVA,610.983,22462,36.76,97.3,0.637,12.9,53523.40714,42783.34519,13531.84,
2905107,caenense,ARNALDO DE OLIVEIRA FILHO,540.908,10384,19.2,98.8,0.546,13.42,44123.49904,27512.84787,9996.55,
2905156,caetanense,PAULO ALVES DOS REIS,767.146,11266,14.69,96.9,0.542,-,29547.53608,27892.98121,6751.76,
2905206,caetiteense,VALT&Eacute;CIO NEVES AGUIAR,2651.536,52012,19.62,98.3,0.625,7.4,111926.17431,105926.66836,17938.03,
2905305,cafarnauense,SUELI FERNANDES DE SOUZA NOVAIS,643.66,17466,27.14,98.6,0.584,12.45,46295.10559,42338.8368,10398.95,
2905503,caldeir&atilde;o-grandense,CANDIDO PEREIRA DA GUIRRA FILHO,458.311,13080,28.54,97.8,0.573,20.94,34617.84397,39499.54107,7021.59,
2905909,campo-alegrense,ENILSON MARCELO RODRIGUES DA SILVA,2914.587,30671,10.52,98.3,0.557,17.44,57159.88724,51715.72573,9494.26,
2906006,campo-formosense,ELMO ALUIZIO VIEIRA NASCIMENTO,7161.827,71377,9.97,98.0,0.586,12.48,160280.65992,143198.15691,18422.89,
2906105,canapolense,REGINALDO DE SOUZA PEREIRA,460.388,10225,22.21,96.9,0.565,7.81,23593.6802,22189.38861,7850.9,
2906204,canaraense,EZENIVALDO ALVES DOURADO,579.726,24206,41.75,98.9,0.587,16.34,51966.57178,53125.75256,8605.88,
2906402,candealense,EVERTON PEREIRA CERQUEIRA,447.578,7772,17.36,98.2,0.587,32.26,19365.10353,17317.14694,7906.2,
2906600,candibense,REGINALDO MARTINS PRADO,433.642,13016,30.02,98.3,0.591,17.75,29804.88684,27959.04446,9123.37,
2906709,c&acirc;ndido-salense,MAURILIO LEMOS DAS VIRGENS,1169.814,25247,21.58,96.2,0.601,11.73,58734.35743,55384.55261,8990.91,
2906808,cansan&ccedil;&atilde;oense,VILMA ROSA DE OLIVEIRA GOMES,1351.891,37439,27.69,98.6,0.557,8.58,71242.73356,68139.27052,8876.27,
2906824,canudense,JILSON CARDOSO DE MACEDO,3565.377,16105,4.52,98.6,0.562,38.1,40038.98209,40279.64027,8535.7,
2906857,capelense,CLAUDINEI XAVIER NOVATO,629.586,10744,17.07,98.6,0.599,29.13,26752.37754,24375.4719,10907.81,
2906873,capim-grossense,JOS&Eacute; SIVALDO RIOS DE CARVALHO,464.776,33235,71.51,96.2,0.621,15.66,64297.84337,61461.55994,16103.09,
2906899,caraibense,JONES COELHO DIAS,805.629,9940,12.34,97.3,0.555,-,22942.28133,19369.47585,9275.45,
2907103,carinhanhense,FRANCISCA ALVES RIBEIRO,2525.906,28869,11.43,98.8,0.576,6.83,61936.43453,57003.7034,8922.36,
2907202,casa-novense,WILKER OLIVEIRA TORRES,9647.072,72085,7.47,95.5,0.57,24.37,136950.34507,131324.85812,11226.88,
2907301,castro-alvense,THIANCLE DA SILVA ARAUJO,713.789,24712,34.62,95.9,0.613,-,54272.93744,51417.19685,11013.42,
2907558,caturamense,PAULO HUMBERTO NEVES MENDON&Ccedil;A,716.261,8841,12.34,98.7,0.571,48.19,20974.37395,20615.04108,7543.71,
2907608,centralense,RENATO PEREIRA DE SANTANA,566.974,16348,28.83,98.9,0.596,24.75,37941.24425,36237.46756,8621.41,
2907707,chorrochoense,HUMBERTO GOMES RAMOS,3005.319,10579,3.52,96.6,0.6,7.09,30272.9238,26996.51625,8551.8,
2907806,c&iacute;cero-dantense,RICARDO ALMEIDA NUNES DA SILVA,819.969,30906,37.69,98.0,0.585,31.75,58419.1125,56030.79208,10368.12,
2907905,cipoense,JOSE MARQUES DOS REIS,168.33,17230,102.36,97.6,0.601,21.9,38100.09597,35647.35569,8553.17,
2908101,coquense,MARCELO DE SOUZA EMERENCIANO,10140.572,19151,1.89,97.0,0.596,25.55,64480.22598,52555.20411,20219.57,
2908408,coiteense,MARCELO PASSOS DE ARAUJO,1015.252,67825,66.81,97.9,0.611,14.42,98868.18761,90040.48457,11354.56,
2908705,condeubense,SILVAN BALEEIRO DE SOUSA,1348.039,17053,12.65,98.1,0.582,4.72,43255.77244,37540.92114,9632.73,
2908804,contendense,MARGARETH PINA SOUZA,977.455,4333,4.43,99.0,0.577,23.81,17325.38063,15835.87492,10813.98,
2909000,cordeirense,DELCI ALVES LUZ,523.64,7546,14.41,98.0,0.579,-,20717.16768,18587.68923,7625.61,
2909109,coribense,MURILLO FERREIRA VIANA,2662.819,13990,5.25,97.7,0.6,6.76,49512.77229,38010.52519,10867.96,
2909208,jo&atilde;o-saense,CARLOS AUGUSTO SILVEIRA SOBRAL,797.434,17056,21.39,96.0,0.535,-,39769.26259,42292.97257,11034.0,
2909406,cotegipano,M&Aacute;RCIA DA SILVA S&Aacute; TELES,4282.775,13063,3.05,94.5,0.59,23.26,37615.44394,35614.13273,10961.56,
2909505,cravolandense,IVETE SOARES TEIXEIRA ARAUJO,182.585,4415,24.18,97.6,0.599,13.7,17626.0686,17371.63342,8252.95,
2909604,crisopolense,LEANDRO DANTAS DE JESUS COSTA,636.609,19729,30.99,96.1,0.543,13.27,46794.77273,45895.77502,8594.33,
2909703,cristopolense,GILSON NASCIMENTO DE SOUZA,1052.837,13993,13.29,98.3,0.614,17.86,34269.36051,30426.33837,9910.02,
2909901,cura&ccedil;aense,PEDRO ALVES DE OLIVEIRA,5950.614,34180,5.74,97.4,0.581,16.33,71569.40996,71326.79212,9464.48,
2910107,dom-basiliense,ROBERVAL DE CASSIA MEIRA,689.516,11884,17.24,96.1,0.591,-,32078.90841,28380.47062,10621.94,
2910305,medradense,LINSMAR MOURA BITTENCOURT SANTOS,179.329,7809,43.55,99.6,0.623,11.9,19453.56083,18127.99002,8653.42,
2910404,encruzilhadense,WEKISLEY TEIXEIRA SILVA,1890.133,19107,10.11,95.0,0.544,14.65,49443.20222,50267.06294,13395.19,
2910701,euclidense,LUCIANO PINHEIRO DAMASCENO E SANTOS,2025.368,61456,30.34,97.8,0.567,13.35,118713.28069,132809.62576,12981.22,
2910750,fatimense,F&Aacute;BIO JOS&Eacute; REIS DE ARAUJO,364.419,17896,49.11,98.4,0.559,4.69,39762.16279,42834.29449,16412.56,
2910776,matense,VALMIR MACEDO RODRIGUES,1176.111,5631,4.79,97.5,0.588,-,18098.70361,16991.26009,9912.4,
2910800,feirense,COLBERT MARTINS DA SILVA FILHO,1304.425,616279,472.45,97.4,0.712,13.84,1167088.57404,1099658.829,24456.13,
2910859,filadelfense,LOURIVALDO PEREIRA MAIA,579.686,17897,30.87,98.4,0.565,25.75,45822.38706,40895.60319,7978.22,
2911105,formosense,MANOEL AFONSO DE ARA&Uacute;JO,15634.328,25899,1.66,97.3,0.618,14.15,115659.78173,101995.33172,147092.01,
2911253,gavionense,LAURINDO NAZ&Aacute;RIO DA SILVA,384.592,4360,11.34,98.8,0.599,-,14795.12779,15463.29695,10496.01,
2911303,gentiense,ROBERIO GOMES CUNHA,3817.946,10884,2.85,97.9,0.559,7.09,34194.09094,25798.3518,10570.89,
2911402,gloriense,DAVID DE SOUZA CAVALCANTI,1566.609,15524,9.91,97.4,0.593,-,34737.20621,35676.60576,14935.88,
2911659,guajeruense,JILVAN TEIXEIRA RIBEIRO,872.867,8050,9.22,97.1,0.569,-,19733.02424,17525.50498,9520.0,
2911709,guanambiense,NILO AUGUSTO MORAES COELHO,1272.366,87817,69.02,97.8,0.673,10.28,170867.30845,160908.31093,17457.14,
2911857,heliopoliense,JOS&Eacute; MENDON&Ccedil;A DANTAS,313.438,12309,39.27,98.3,0.563,7.58,30558.02194,27852.82181,10072.75,
2911907,ia&ccedil;uense,NIXON DUARTE MUNIZ FERREIRA,2342.497,24607,10.5,97.8,0.574,11.98,60037.04414,57378.95783,9455.1,
2912004,ibiassuceense,FRANCISCO ADAUTO REBOU&Ccedil;AS PRATES,483.274,10429,21.58,98.5,0.611,20.41,23959.66394,23285.90288,10168.41,
2912202,ibicoarense,GILMADSON CRUZ DE MELO,817.355,20785,25.43,96.3,0.591,18.63,58287.55188,48215.55547,26108.18,
2912400,ibipebense,DEMOSTENES DE SOUSA BARRETO FILHO,1382.008,16603,12.01,97.6,0.616,10.15,37451.4382,36727.8033,8723.53,
2912509,ibipitanguense,HUMBERTO RAIMUNDO RODRIGUES DE OLIVEIRA,954.373,13863,14.53,96.9,0.584,14.29,33266.76276,34373.27573,7289.23,
2912608,ibiquerense,IVAN CLAUDIO DE ALMEIDA,698.245,3725,5.33,96.2,0.511,-,14115.84189,13456.44348,8493.69,
2913002,ibitiarense,WILSON DOS SANTOS SOUZA,1834.002,14634,7.98,96.2,0.585,22.06,33339.25404,30941.80458,6676.6,
2913101,ibititaense,NILVA BARRETO DOS SANTOS,573.033,16969,29.61,96.6,0.602,9.3,38870.18909,57520.53709,8382.86,
2913200,ibotiramense,LAERCIO SILVA DE SANTANA,1740.113,26309,15.12,96.4,0.636,17.33,62187.1602,70199.71683,14271.68,
2913309,ichuense,JOSE GONZAGA CARNEIRO,138.016,6190,44.85,98.4,0.631,-,17368.0625,16590.96721,8318.92,
2913408,igaporaense,NEWTON FRANCISCO NEVES COTRIM,836.586,15527,18.56,97.3,0.614,22.39,39684.72262,39271.88107,12032.34,
2913507,iguaiense,RONALDO MOITINHO DOS SANTOS,860.223,21358,24.83,94.1,0.552,8.24,78780.18022,59483.33864,8560.73,
2913705,inhambupense,FORTUNATO SILVA COSTA,1082.283,33790,31.22,97.2,0.565,29.63,72615.03984,66885.06944,14122.79,
2913804,ipecaetense,ELCYDES PIAGGIO DE OLIVEIRA J&Uacute;NIOR,372.565,13709,36.8,96.1,0.55,8.13,35403.30605,32919.14909,6848.01,
2914000,ipiraense,EDVONILSON SILVA SANTOS,3105.281,56873,18.31,95.9,0.549,11.51,136908.45436,102065.50055,9785.32,
2914109,ipupiarense,ASCIR LEITE SANTOS,1055.76,9935,9.41,98.8,0.59,21.74,23727.52435,21904.79736,9714.14,
2914208,irajubense,ANTONIO OLIVEIRA SAMPAIO,459.047,6101,13.29,98.2,0.576,-,21020.03676,20486.12787,10070.06,
2914307,iramaense,ANTONIO CARLOS SILVA BASTOS,1708.115,10752,6.29,97.3,0.571,-,36667.70041,25405.62024,11205.52,
2914406,iraquarense,WALTERSON RIBEIRO COUTINHO,991.822,23879,24.08,99.1,0.599,16.35,53867.76763,45365.8452,22661.52,
2914604,ireceense,ELMO VAZ BASTOS DE MATOS,319.174,74507,233.44,96.4,0.691,7.15,143102.95705,131057.76495,19147.84,
2914703,itaberabense,RICARDO DOS ANJOS MASCARENHAS,2386.39,65073,27.27,96.2,0.62,16.51,140571.04026,138731.88786,13905.6,
2915007,itaeteense,ZENILDO MATOS DE OLIVEIRA,1331.822,13472,10.12,98.1,0.572,5.08,34414.65002,33600.10373,6963.24,
2915106,itagiense,OLIVAL ANDRADE JUNIOR,310.621,13803,44.44,95.6,0.543,14.85,27679.02019,27850.93996,9122.0,
2915353,itagua&ccedil;uense,AD&Atilde;O ALVES DE CARVALHO FILHO,4310.238,12311,2.86,96.9,0.562,16.67,39551.28907,36564.49462,9271.86,
2915809,itambeense,JOS&Eacute; CANDIDO ROCHA ARA&Uacute;JO,1534.575,24394,15.9,96.0,0.578,14.98,47331.7218,43877.50153,11888.63,
2916401,itapetinguense,RODRIGO HAGGE COSTA,1651.158,65897,39.91,96.8,0.667,17.73,142006.79376,135529.32454,16652.77,
2916500,itapicuruense,JOSE MOREIRA DE CARVALHO NETO,1557.685,31679,20.34,95.6,0.486,18.63,86327.87441,68897.91856,11628.55,
2916708,itaquarense,MARCO AUR&Eacute;LIO WANDERLEY CRUZ COSTA,344.093,8153,23.69,94.5,0.553,-,19155.1598,18838.7269,10507.11,
2916807,itarantinense,F&Aacute;BIO PEREIRA GUSM&Atilde;O,1674.029,17052,10.19,96.6,0.61,28.99,39979.86205,39072.82857,15129.97,
2916856,itatinhense,DAIANE SILVA DOS ANJOS,547.51,15737,28.74,97.9,0.582,6.54,47511.9974,48286.43214,23726.99,
2916906,itiru&ccedil;uense,LORENNA MOURA DI GREGORIO,322.243,10999,34.13,96.7,0.6,14.39,27471.02436,26314.0551,8869.81,
2917003,itiubense,JOS&Eacute; FRANCISCO DOS SANTOS FILHO,1650.593,33872,20.52,95.5,0.544,21.53,79009.15926,82457.76344,9032.98,
2917102,itororoense,PAULO CARNEIRO RIOS,313.839,16617,52.95,98.6,0.594,44.33,42181.0627,39475.99897,10879.01,
2917201,itua&ccedil;uense,PHELLIPE RAMONN GON&Ccedil;ALVES BRITO,1199.374,17914,14.94,98.2,0.57,14.78,42910.54279,40406.43886,9796.45,
2917334,iuiuense,REINALDO BARBOSA DE G&Oacute;ES,1525.142,11118,7.29,98.3,0.591,22.9,40761.79638,25795.1151,10852.91,
2917409,jacaraciense,ANTONIO CARLOS FREIRE DE ABREU,1332.42,14436,10.83,98.3,0.593,16.53,42362.33226,32242.69882,7554.03,
2917508,jacobinense,TIAGO MANOEL DIAS FERREIRA,2192.905,82590,37.66,97.3,0.649,10.05,178031.74917,185694.46203,20826.6,
2917607,jaguaquarense,EDIONE OLIVEIRA AGOSTINONE,924.512,45964,49.72,94.7,0.58,7.36,93501.51343,84913.16725,11110.3,
2917706,jaguarariense,ANTONIO FERREIRA DO NASCIMENTO,2466.009,32703,13.26,98.3,0.659,22.27,71374.45858,70575.07908,21620.91,
2918001,jequieense,ZENILDO BRAND&Atilde;O SANTANA,2969.039,158812,53.49,97.4,0.665,14.29,553383.96084,389276.45284,16455.41,
2918100,jeremoabense,DERISVALDO JOSE DOS SANTOS,4267.488,37626,8.82,97.2,0.547,14.23,100897.58494,96361.63028,10369.08,
2918357,jo&atilde;o-douradense,DIAMERSON COSTA CARDOSO DOURADO,913.258,24854,27.21,96.5,0.593,17.33,49293.5802,46006.7613,10333.87,
2918407,juazeirense,SUZANA ALEXANDRE DE CARVALHO RAMOS,6721.237,235816,35.09,96.7,0.677,16.89,526562.31619,509953.67657,20120.96,
2918506,jussarense,TACIANO MENDES DA SILVA,1355.173,16354,12.07,97.2,0.571,5.32,35176.23408,32303.48227,7364.64,
2918605,jussiapense,&Eacute;DER JAKES SOUZA AGUIAR,589.763,7379,12.51,98.4,0.602,-,20548.9388,18120.67522,10671.55,
2918704,lafaietense,JOSE FREITAS DE SANTANA JUNIOR,498.11,4075,8.18,99.1,0.599,-,17142.56622,15662.20214,13507.95,
2918753,lagoa-realense,PEDRO CARDOSO CASTRO,912.222,14105,15.46,97.5,0.545,-,30026.71742,27241.76869,6759.62,
2919009,lajedinhense,ANTONIO MARIO LIMA SILVA,846.728,3527,4.17,97.5,0.546,-,15929.47229,14928.35051,15498.16,
2919058,lagedense,ANT&Ocirc;NIO MARCOS ARA&Uacute;JO DE SENA,382.937,7494,19.57,97.8,0.584,-,21236.70811,19536.91372,8494.54,
2919108,lamar&atilde;oense,MARIA LUZINEIDE COSTA SILVA DE ARA&Uacute;JO,189.257,8746,46.21,95.2,0.518,-,20565.8105,18887.9632,7993.46,
2919157,lapoense,MARCIO ANTONIO MESSIAS DA SILVA,642.882,25739,40.04,97.0,0.596,11.27,65009.77106,63486.59828,10023.53,
